TODATE,kVA,kVAR,kW
17:07,0.4501718283,0.2402036786,0.1944991946
17:09,0.4501718283,0.2402036786,0.1944991946
17:11,0.4501718283,0.2402036786,0.1944991946
17:13,0.4501718283,0.2402036786,0.1944991946
17:15,0.4501718283,0.2402036786,0.1944991946
17:17,0.4501718283,0.2402036786,0.1944991946
17:19,0.4501718283,0.2402036786,0.1944991946
17:21,0.4501718283,0.2402036786,0.1944991946
17:23,0.4501718283,0.2402036786,0.1944991946
17:25,0.4501718283,0.2402036786,0.1944991946
17:27,0.4501718283,0.2402036786,0.1944991946
17:29,0.4501718283,0.2402036786,0.1944991946
17:31,0.4501718283,0.2402036786,0.1944991946
17:33,0.4501718283,0.2402036786,0.1944991946
17:35,0.4501718283,0.2402036786,0.1944991946
17:37,0.4501718283,0.2402036786,0.1944991946
17:39,0.4501718283,0.2402036786,0.1944991946
17:41,0.4501718283,0.2402036786,0.1944991946
17:43,0.4501718283,0.2402036786,0.1944991946
17:45,0.4501718283,0.2402036786,0.1944991946
17:47,0.4501718283,0.2402036786,0.1944991946
17:49,0.4501718283,0.2402036786,0.1944991946
17:51,0.4501718283,0.2402036786,0.1944991946
17:53,0.4501718283,0.2402036786,0.1944991946
17:55,0.4501718283,0.2402036786,0.1944991946
17:57,0.4501718283,0.2402036786,0.1944991946
